"source","ident","fold","role"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Coccinella_septempunctata/2023425-16-22/000058/2023425-16-22_Coccinella_septempunctata_000058_s41_ch0","Luke - External Data Sources/InsectSound1000/Coccinella_septempunctata/2023425-16-22/000058","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Coccinella_septempunctata/2023425-16-22/000058/2023425-16-22_Coccinella_septempunctata_000058_s46_ch0","Luke - External Data Sources/InsectSound1000/Coccinella_septempunctata/2023425-16-22/000058","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Coccinella_septempunctata/2023425-16-22/000058/2023425-16-22_Coccinella_septempunctata_000058_s49_ch0","Luke - External Data Sources/InsectSound1000/Coccinella_septempunctata/2023425-16-22/000058","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Coccinella_septempunctata/2023425-16-22/000058/2023425-16-22_Coccinella_septempunctata_000058_s50_ch0","Luke - External Data Sources/InsectSound1000/Coccinella_septempunctata/2023425-16-22/000058","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Coccinella_septempunctata/2023425-16-22/000058/2023425-16-22_Coccinella_septempunctata_000058_s65_ch0","Luke - External Data Sources/InsectSound1000/Coccinella_septempunctata/2023425-16-22/000058","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023515-16-42/000001/2023515-16-42_Episyrphus_balteatus_000001_s91_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023515-16-42/000001","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023515-16-42/000005/2023515-16-42_Episyrphus_balteatus_000005_s21_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023515-16-42/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023515-16-42/000032/2023515-16-42_Episyrphus_balteatus_000032_s19_ch3","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023515-16-42/000032","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023515-16-42/000037/2023515-16-42_Episyrphus_balteatus_000037_s56_ch3","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023515-16-42/000037","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023515-16-42/000044/2023515-16-42_Episyrphus_balteatus_000044_s40_ch3","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023515-16-42/000044","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023515-16-42/000045/2023515-16-42_Episyrphus_balteatus_000045_s54_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023515-16-42/000045","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023515-16-42/000045/2023515-16-42_Episyrphus_balteatus_000045_s83_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023515-16-42/000045","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023515-16-42/000047/2023515-16-42_Episyrphus_balteatus_000047_s111_ch1","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023515-16-42/000047","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000001/2023612-16-19_Episyrphus_balteatus_000001_s46_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000001","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000003/2023612-16-19_Episyrphus_balteatus_000003_s42_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000003","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s100_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s101_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s102_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s109_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s110_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s126_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s128_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s136_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s143_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s144_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s15_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s152_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s153_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s154_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s155_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s161_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s169_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s18_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s24_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s40_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s45_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s46_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s48_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s55_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s56_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s57_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s58_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s60_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s61_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s62_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s63_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s66_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s69_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s71_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s72_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s73_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s78_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s82_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s83_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s84_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s85_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s86_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005/2023612-16-19_Episyrphus_balteatus_000005_s87_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000007/2023612-16-19_Episyrphus_balteatus_000007_s123_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000007","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000008/2023612-16-19_Episyrphus_balteatus_000008_s179_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000008","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000010/2023612-16-19_Episyrphus_balteatus_000010_s53_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000010","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000033/2023612-16-19_Episyrphus_balteatus_000033_s1_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000033","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000066/2023612-16-19_Episyrphus_balteatus_000066_s32_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023612-16-19/000066","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001/2023613-16-37_Episyrphus_balteatus_000001_s146_ch2","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000001","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000003/2023613-16-37_Episyrphus_balteatus_000003_s22_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000003","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000003/2023613-16-37_Episyrphus_balteatus_000003_s40_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000003","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000003/2023613-16-37_Episyrphus_balteatus_000003_s67_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000003","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000003/2023613-16-37_Episyrphus_balteatus_000003_s88_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000003","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000008/2023613-16-37_Episyrphus_balteatus_000008_s109_ch1","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000008","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000009/2023613-16-37_Episyrphus_balteatus_000009_s154_ch3","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000009","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000009/2023613-16-37_Episyrphus_balteatus_000009_s31_ch3","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000009","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000011/2023613-16-37_Episyrphus_balteatus_000011_s39_ch1","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000011","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000012/2023613-16-37_Episyrphus_balteatus_000012_s36_ch1","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000012","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000064/2023613-16-37_Episyrphus_balteatus_000064_s99_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000064","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000065/2023613-16-37_Episyrphus_balteatus_000065_s43_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000065","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000066/2023613-16-37_Episyrphus_balteatus_000066_s89_ch3","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000066","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000067/2023613-16-37_Episyrphus_balteatus_000067_s155_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023613-16-37/000067","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023614-16-27/000002/2023614-16-27_Episyrphus_balteatus_000002_s82_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023614-16-27/000002","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023614-16-27/000003/2023614-16-27_Episyrphus_balteatus_000003_s54_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023614-16-27/000003","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023614-16-27/000006/2023614-16-27_Episyrphus_balteatus_000006_s121_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023614-16-27/000006","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023614-16-27/000007/2023614-16-27_Episyrphus_balteatus_000007_s70_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023614-16-27/000007","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023614-16-27/000007/2023614-16-27_Episyrphus_balteatus_000007_s77_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023614-16-27/000007","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023614-16-27/000007/2023614-16-27_Episyrphus_balteatus_000007_s92_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023614-16-27/000007","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023614-16-27/000007/2023614-16-27_Episyrphus_balteatus_000007_s98_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023614-16-27/000007","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023614-16-27/000008/2023614-16-27_Episyrphus_balteatus_000008_s116_ch3","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023614-16-27/000008","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023614-16-27/000008/2023614-16-27_Episyrphus_balteatus_000008_s95_ch3","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023614-16-27/000008","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023614-16-27/000013/2023614-16-27_Episyrphus_balteatus_000013_s21_ch3","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023614-16-27/000013","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023614-16-27/000014/2023614-16-27_Episyrphus_balteatus_000014_s74_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023614-16-27/000014","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023614-16-27/000014/2023614-16-27_Episyrphus_balteatus_000014_s9_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023614-16-27/000014","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023614-16-27/000014/2023614-16-27_Episyrphus_balteatus_000014_s95_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023614-16-27/000014","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023614-16-27/000067/2023614-16-27_Episyrphus_balteatus_000067_s90_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023614-16-27/000067","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023615-16-27/000001/2023615-16-27_Episyrphus_balteatus_000001_s13_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023615-16-27/000001","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023615-16-27/000008/2023615-16-27_Episyrphus_balteatus_000008_s11_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023615-16-27/000008","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023615-16-27/000008/2023615-16-27_Episyrphus_balteatus_000008_s111_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023615-16-27/000008","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023615-16-27/000008/2023615-16-27_Episyrphus_balteatus_000008_s16_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023615-16-27/000008","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023615-16-27/000009/2023615-16-27_Episyrphus_balteatus_000009_s63_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023615-16-27/000009","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023615-16-27/000010/2023615-16-27_Episyrphus_balteatus_000010_s8_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023615-16-27/000010","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023615-16-27/000012/2023615-16-27_Episyrphus_balteatus_000012_s59_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023615-16-27/000012","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023615-16-27/000013/2023615-16-27_Episyrphus_balteatus_000013_s48_ch0","Luke - External Data Sources/InsectSound1000/Episyrphus_balteatus/2023615-16-27/000013","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000000/2022421-16-34_Halyomorpha_halys_000000_s1_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000000","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000000/2022421-16-34_Halyomorpha_halys_000000_s10_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000000","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000000/2022421-16-34_Halyomorpha_halys_000000_s11_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000000","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000000/2022421-16-34_Halyomorpha_halys_000000_s12_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000000","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000000/2022421-16-34_Halyomorpha_halys_000000_s13_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000000","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000000/2022421-16-34_Halyomorpha_halys_000000_s14_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000000","train"
