"source","ident","start","end","label"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",25659.06,25659.53,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",25660.93,25661.52,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",25663.02,25663.56,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",25665.15,25667.04,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",25668.11,25668.75,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",25668.82,25670.3,"ins_buzz_high"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",25670.66,25671.4,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",25673.76,25676.22,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",25674.88,25677.42,"ins_buzz_high"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",25677.21,25680.74,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",25678.76,25679.67,"ins_buzz_high"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",25680.84,25682.58,"ins_buzz_high"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",25683.22,25684.19,"ins_buzz_high"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",25685.95,25687.97,"ins_buzz_high"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",25689.03,25690.06,"ins_buzz_high"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",25726.35,25726.76,"ins_buzz_high"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",25727.78,25728.81,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",25734.5,25859.38,"mech_plane_prop"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",25737.87,25738.26,"ins_buzz_high"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",25747.96,25750.74,"ins_buzz_low"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",25777.07,25778.54,"ins_buzz_high"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",25787.8,25789.52,"ins_buzz_low"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",25808.49,25808.81,"ins_buzz_high"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",25808.59,25809.56,"ins_buzz_low"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",25808.98,25810.69,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",25825.26,25826.89,"ins_buzz_low"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",25825.47,25825.91,"ins_buzz_high"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",25838.92,25839.88,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",25841.05,25842.08,"ins_buzz_low"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",25843.11,25844.94,"ins_buzz_low"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",25853.1,25853.35,"ins_buzz_high"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",26090.18,26093.18,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",26557.66,26558.66,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",27488.22,27489.22,"ins_buzz_low"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",27559.64,27560.64,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",27740.24,27741.24,"ins_buzz_high"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",27835.53,27836.53,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",27987.95,27988.95,"ins_buzz_high"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",28095.68,28098.68,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",28205.82,28206.82,"ins_buzz_low"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",28511.51,28514.51,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",28819.16,28820.16,"ins_buzz_low"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",29511.88,29514.88,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",30206.44,30207.44,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",30253.43,30259.56,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",30810.76,30811.76,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",34897.84,34900.84,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",36701.16,36706.95,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",38004.83,38005.86,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",38987.1,38988.19,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",42090.66,42093.66,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",45997.55,45998.55,"mech_combine"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",46001.95,46003.04,"mech_combine"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",46004.77,46007.26,"mech_combine"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",46008.9,46010.21,"mech_combine"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",46011.23,46012.23,"mech_combine"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",46015.45,46016.45,"mech_combine"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",46017.6,46018.91,"mech_combine"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",46020.16,46021.15,"mech_combine"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",46024.64,46025.64,"mech_combine"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",47820,47823,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",51420,51423,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",55020,55023,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",58620,58623,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",62220,62223,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",63115.17,63118.17,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",73020,73023,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",80220,80223,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",83820,83823,"mech_auto_car"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",86633.38,86636.38,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",88263.86,88266.86,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",89030.08,89031.08,"animal_bird_goose"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",89034.3,89035.3,"animal_bird_goose"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",89444.56,89447.56,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",92255.68,92258.68,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",94811.27,94814.27,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",96863.52,96866.52,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",99587.62,99590.62,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",100765.65,100768.65,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",100990.68,100993.68,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",101202.69,101205.69,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",101723.29,101724.29,"ins_buzz_low"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",102056.5,102059.5,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",103629.1,103630.1,"ins_buzz_low"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",103817.27,103820.27,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",104655.29,104656.29,"ins_buzz_low"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",104845.82,104846.82,"ins_buzz_low"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",105492.44,105495.44,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",105575.66,105576.66,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",105659.39,105660.42,"ins_buzz_low"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",106629.66,106630.94,"ins_buzz_low"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",106632.26,106633.25,"ins_buzz_low"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",107219.28,107222.28,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",107603.15,107604.15,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",107604.88,107605.88,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",108299.42,108300.42,"ins_buzz_high"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",108734.66,108735.71,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",108740.26,108741.28,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",108823.77,108824.77,"ins_buzz_low"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",108830.36,108831.36,"ins_buzz_low"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",108867.86,108870.86,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",109099.72,109100.72,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",109737.58,109738.58,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",110043.92,110046.92,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",110056.45,110057.54,"ins_buzz_low"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",110711.59,110714.59,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",110777.21,110778.21,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",110784,110785,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",111073.26,111074.26,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",111842.67,111843.67,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",111844.11,111845.11,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",112703.63,112703.9,"ins_buzz_high"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",112704.59,112704.73,"ins_buzz_high"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",112713.66,112714.42,"ins_buzz_high"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",112730.56,112730.81,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",112768.18,112770.22,"ins_buzz_low"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",112808.9,112809.23,"ins_buzz_low"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",112810.36,112818.22,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",112818.74,112820.51,"ins_buzz_low"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",112822.98,112827.39,"ins_buzz_low"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",112823.79,112824.79,"ins_buzz_low"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",112828.78,112835.85,"ambient_scraping"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",112832.72,112836.49,"mech_auto_truck"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",112838.85,112841,"mech_auto_truck"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",112841.95,112848.42,"mech_hum_traffic"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",112857.97,112860.7,"mech_auto_car"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",112903.38,112904.7,"mech_hum_traffic"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",112905.6,112907.04,"mech_hum_traffic"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",112908.76,112910.47,"mech_hum_traffic"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",112943.55,112946.06,"ambient_scraping"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",112953.76,112956.22,"ins_buzz_low"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",112954.08,112954.35,"ambient_scraping"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",112955.23,112955.42,"ambient_scraping"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",112955.99,112956.22,"ambient_scraping"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",112993.5,112995.32,"ins_buzz_low"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",113339.14,113342.14,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",115002.58,115005.58,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",116694.72,116695.71,"ins_buzz_low"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",116868.12,116871.12,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",118618.8,118621.8,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",118671.55,118672.7,"ins_buzz_low"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",119211.77,119212.77,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",119830.84,119833.84,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",120239.52,120240.52,"ins_buzz_low"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",120278.62,120279.62,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",120609.56,120610.56,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",121116.93,121119.93,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",122209.03,122212.03,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",124008.6,124009.6,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",124798.23,124801.23,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",134220,134223,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",137820,137823,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",141420,141423,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",145020,145023,"mech_auto_car"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",148620,148623,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",152220,152223,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",155820,155823,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",163020,163023,"mech_auto_car"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",166620,166623,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743",170220,170223,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210807_0925",267.8,270.8,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210807_0925",3802.04,3805.04,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210807_0925",6400.03,6404.42,"mech_combine"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210807_0925",6402.73,6404.42,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210807_0925",8232.28,8235.28,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210807_0925",9210.37,9211.42,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210807_0925",10757.82,10758.82,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210807_0925",11519.1,11520.1,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210807_0925",13662.4,13663.39,"ins_buzz_low"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210807_0925",14048.2,14049.2,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210807_0925",14095.18,14096.18,"ins_buzz_low"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210807_0925",14100.12,14101.12,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210807_0925",16102.88,16105.88,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210807_0925",18493.4,18494.4,"ins_buzz_low"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210807_0925",18496.03,18497.06,"ins_buzz_low"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210807_0925",18597.8,18600.8,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210807_0925",19491.77,19492.77,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210807_0925",20122.27,20125.48,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210807_0925",20613.81,20616.81,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210807_0925",21737.9,21738.9,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210807_0925",22772.84,22775.84,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210807_0925",22876.01,22877.01,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210807_0925",22889,22890,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210807_0925",23809.76,23810.76,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210807_0925",24760.05,24763.05,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210807_0925",25712.38,25713.73,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/C9-16/4/210807_0925",26330.93,26333.93,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930",0.84,1.84,"human"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930",15.34,16.34,"human"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930",18.03,19.03,"human"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930",1176.98,1179.98,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930",2184.29,2187.29,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930",3319.21,3320.21,"ins_buzz_bee"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930",3331.47,3332.47,"ins_buzz_high"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930",3336.11,3337.11,"ins_buzz_high"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930",3883.76,3899.73,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930",3900.2,3904.9,"ambient_rustle"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930",3909.5,4009.37,"ambient_background"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930",3951.59,3954.02,"ambient_rustle"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930",3957.43,3960.05,"ambient_rustle"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930",3966.57,3968.27,"ambient_rustle"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930",3966.83,3967.52,"ambient_scraping"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930",3975.21,3977.34,"ambient_rustle"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930",3976.13,3977,"ambient_scraping"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930",3986.92,3990.14,"ambient_rustle"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930",3987.28,3988.33,"ambient_scraping"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930",3991.99,3993.62,"ambient_rustle"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930",3992.21,3993.62,"ambient_scraping"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930",4004.81,4005.69,"ambient_scraping"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930",4004.81,4009.03,"ambient_rustle"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930",4007.01,4008.34,"ambient_scraping"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930",4011.33,4011.89,"ambient_scraping"
"2025-06-04 original annotations","Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930",4011.54,4017.84,"ambient_rustle"
