"source","ident","fold"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s69_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s6_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s70_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s71_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s72_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s73_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s74_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s75_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s76_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s77_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s78_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000012/2022524-16-36_Halyomorpha_halys_000012_s112_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000014/2022421-16-34_Halyomorpha_halys_000014_s2_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000013/2022524-16-36_Halyomorpha_halys_000013_s52_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000057/2022524-16-36_Halyomorpha_halys_000057_s2_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/202261-15-3/000000/202261-15-3_Halyomorpha_halys_000000_s8_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/202261-15-3/000058/202261-15-3_Halyomorpha_halys_000058_s2_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000018/2022524-16-36_Halyomorpha_halys_000018_s62_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/202261-15-3/000015/202261-15-3_Halyomorpha_halys_000015_s53_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000037/2022421-16-34_Halyomorpha_halys_000037_s9_ch3","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/202261-15-3/000017/202261-15-3_Halyomorpha_halys_000017_s8_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000015/2022421-16-34_Halyomorpha_halys_000015_s50_ch3","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000009/2022524-16-36_Halyomorpha_halys_000009_s144_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000013/2022421-16-34_Halyomorpha_halys_000013_s56_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/202261-15-3/000020/202261-15-3_Halyomorpha_halys_000020_s77_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000056/2022524-16-36_Halyomorpha_halys_000056_s7_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000007/2022524-16-36_Halyomorpha_halys_000007_s54_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000014/2022524-16-36_Halyomorpha_halys_000014_s178_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000043/2022530-16-6_Halyomorpha_halys_000043_s64_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000056/2022530-16-6_Halyomorpha_halys_000056_s72_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000057/2022530-16-6_Halyomorpha_halys_000057_s74_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/202261-15-3/000056/202261-15-3_Halyomorpha_halys_000056_s69_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/202261-15-3/000007/202261-15-3_Halyomorpha_halys_000007_s17_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000033/2022524-16-36_Halyomorpha_halys_000033_s38_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000013/2022530-16-6_Halyomorpha_halys_000013_s70_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000012/2022530-16-6_Halyomorpha_halys_000012_s126_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000045/2022524-16-36_Halyomorpha_halys_000045_s26_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/202261-15-3/000021/202261-15-3_Halyomorpha_halys_000021_s11_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000015/2022524-16-36_Halyomorpha_halys_000015_s31_ch2","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000055/2022524-16-36_Halyomorpha_halys_000055_s12_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000012/2022530-16-6_Halyomorpha_halys_000012_s129_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000007/2022530-16-6_Halyomorpha_halys_000007_s48_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000061/2022530-16-6_Halyomorpha_halys_000061_s48_ch3","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/202261-15-3/000050/202261-15-3_Halyomorpha_halys_000050_s36_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000037/2022524-16-36_Halyomorpha_halys_000037_s32_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/202261-15-3/000029/202261-15-3_Halyomorpha_halys_000029_s14_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000013/2022530-16-6_Halyomorpha_halys_000013_s7_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000015/2022421-16-34_Halyomorpha_halys_000015_s32_ch3","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000061/2022524-16-36_Halyomorpha_halys_000061_s55_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/202261-15-3/000050/202261-15-3_Halyomorpha_halys_000050_s12_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000020/2022524-16-36_Halyomorpha_halys_000020_s89_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000013/2022421-16-34_Halyomorpha_halys_000013_s41_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-8-56/000002/2022421-8-56_Halyomorpha_halys_000002_s101_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000011/2022421-16-34_Halyomorpha_halys_000011_s56_ch3","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000047/2022421-16-34_Halyomorpha_halys_000047_s8_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000016/2022530-16-6_Halyomorpha_halys_000016_s24_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000057/2022530-16-6_Halyomorpha_halys_000057_s97_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000039/2022524-16-36_Halyomorpha_halys_000039_s35_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000020/2022530-16-6_Halyomorpha_halys_000020_s56_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000020/2022530-16-6_Halyomorpha_halys_000020_s63_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000041/2022530-16-6_Halyomorpha_halys_000041_s40_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000010/2022421-16-34_Halyomorpha_halys_000010_s35_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000007/2022524-16-36_Halyomorpha_halys_000007_s116_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/202261-15-3/000028/202261-15-3_Halyomorpha_halys_000028_s7_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022531-16-10/000001/2022531-16-10_Halyomorpha_halys_000001_s79_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022531-16-10/000001/2022531-16-10_Halyomorpha_halys_000001_s18_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022531-16-10/000001/2022531-16-10_Halyomorpha_halys_000001_s7_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022531-16-10/000001/2022531-16-10_Halyomorpha_halys_000001_s41_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022531-16-10/000001/2022531-16-10_Halyomorpha_halys_000001_s82_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022531-16-10/000001/2022531-16-10_Halyomorpha_halys_000001_s9_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022531-16-10/000001/2022531-16-10_Halyomorpha_halys_000001_s21_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022531-16-10/000000/2022531-16-10_Halyomorpha_halys_000000_s1_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000034/2022524-16-36_Halyomorpha_halys_000034_s6_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000034/2022524-16-36_Halyomorpha_halys_000034_s25_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000034/2022524-16-36_Halyomorpha_halys_000034_s8_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000033/2022524-16-36_Halyomorpha_halys_000033_s66_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000033/2022524-16-36_Halyomorpha_halys_000033_s39_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s40_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s32_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s39_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s64_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s88_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s38_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s70_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s69_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s146_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s56_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s68_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s145_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s45_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s118_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s63_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s97_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000002/2022524-16-36_Halyomorpha_halys_000002_s19_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000067/2022524-16-36_Halyomorpha_halys_000067_s86_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000067/2022524-16-36_Halyomorpha_halys_000067_s28_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000060/2022524-16-36_Halyomorpha_halys_000060_s43_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000003/2022524-16-36_Halyomorpha_halys_000003_s7_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000004/2022524-16-36_Halyomorpha_halys_000004_s45_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000004/2022524-16-36_Halyomorpha_halys_000004_s77_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000032/2022524-16-36_Halyomorpha_halys_000032_s4_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000035/2022524-16-36_Halyomorpha_halys_000035_s84_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000035/2022524-16-36_Halyomorpha_halys_000035_s88_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000035/2022524-16-36_Halyomorpha_halys_000035_s14_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000061/2022524-16-36_Halyomorpha_halys_000061_s13_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000061/2022524-16-36_Halyomorpha_halys_000061_s124_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000061/2022524-16-36_Halyomorpha_halys_000061_s118_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000059/2022524-16-36_Halyomorpha_halys_000059_s24_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000044/2022524-16-36_Halyomorpha_halys_000044_s23_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000044/2022524-16-36_Halyomorpha_halys_000044_s24_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000007/2022524-16-36_Halyomorpha_halys_000007_s174_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000007/2022524-16-36_Halyomorpha_halys_000007_s41_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/202261-15-3/000001/202261-15-3_Halyomorpha_halys_000001_s32_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000010/2022524-16-36_Halyomorpha_halys_000010_s84_ch3","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/202261-15-3/000019/202261-15-3_Halyomorpha_halys_000019_s59_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/202261-15-3/000018/202261-15-3_Halyomorpha_halys_000018_s36_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000011/2022524-16-36_Halyomorpha_halys_000011_s78_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000048/2022421-16-34_Halyomorpha_halys_000048_s1_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000024/2022530-16-6_Halyomorpha_halys_000024_s26_ch3","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022425-18-24/000000/2022425-18-24_Halyomorpha_halys_000000_s1_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000025/2022524-16-36_Halyomorpha_halys_000025_s39_ch3","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000004/2022421-16-34_Halyomorpha_halys_000004_s89_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000022/2022421-16-34_Halyomorpha_halys_000022_s3_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000016/2022524-16-36_Halyomorpha_halys_000016_s110_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000000/2022530-16-6_Halyomorpha_halys_000000_s4_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000003/2022421-16-34_Halyomorpha_halys_000003_s11_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000025/2022524-16-36_Halyomorpha_halys_000025_s161_ch3","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000009/2022524-16-36_Halyomorpha_halys_000009_s25_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000023/2022524-16-36_Halyomorpha_halys_000023_s102_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000035/2022421-16-34_Halyomorpha_halys_000035_s2_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000008/2022524-16-36_Halyomorpha_halys_000008_s29_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000005/2022421-16-34_Halyomorpha_halys_000005_s62_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000013/2022530-16-6_Halyomorpha_halys_000013_s4_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/202261-15-3/000009/202261-15-3_Halyomorpha_halys_000009_s57_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000052/2022530-16-6_Halyomorpha_halys_000052_s12_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000009/2022421-16-34_Halyomorpha_halys_000009_s111_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000009/2022524-16-36_Halyomorpha_halys_000009_s109_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000006/2022524-16-36_Halyomorpha_halys_000006_s122_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000062/2022524-16-36_Halyomorpha_halys_000062_s25_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000014/2022421-16-34_Halyomorpha_halys_000014_s50_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/202261-15-3/000051/202261-15-3_Halyomorpha_halys_000051_s58_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000028/2022421-16-34_Halyomorpha_halys_000028_s60_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000015/2022530-16-6_Halyomorpha_halys_000015_s7_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/202261-15-3/000009/202261-15-3_Halyomorpha_halys_000009_s49_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000006/2022524-16-36_Halyomorpha_halys_000006_s110_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000007/2022524-16-36_Halyomorpha_halys_000007_s135_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000016/2022421-16-34_Halyomorpha_halys_000016_s25_ch3","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000010/2022524-16-36_Halyomorpha_halys_000010_s167_ch3","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000003/2022421-16-34_Halyomorpha_halys_000003_s23_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000049/2022421-16-34_Halyomorpha_halys_000049_s53_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000017/2022530-16-6_Halyomorpha_halys_000017_s19_ch3","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000008/2022524-16-36_Halyomorpha_halys_000008_s123_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/202261-15-3/000002/202261-15-3_Halyomorpha_halys_000002_s55_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000013/2022524-16-36_Halyomorpha_halys_000013_s8_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000039/2022524-16-36_Halyomorpha_halys_000039_s51_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000057/2022530-16-6_Halyomorpha_halys_000057_s88_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000011/2022524-16-36_Halyomorpha_halys_000011_s29_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000041/2022530-16-6_Halyomorpha_halys_000041_s54_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000062/2022524-16-36_Halyomorpha_halys_000062_s137_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000013/2022530-16-6_Halyomorpha_halys_000013_s49_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000004/2022530-16-6_Halyomorpha_halys_000004_s19_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000017/2022530-16-6_Halyomorpha_halys_000017_s17_ch3","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000011/2022524-16-36_Halyomorpha_halys_000011_s27_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000014/2022530-16-6_Halyomorpha_halys_000014_s125_ch3","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000012/2022524-16-36_Halyomorpha_halys_000012_s82_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000068/2022421-16-34_Halyomorpha_halys_000068_s20_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000016/2022421-16-34_Halyomorpha_halys_000016_s18_ch3","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000057/2022530-16-6_Halyomorpha_halys_000057_s100_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000014/2022530-16-6_Halyomorpha_halys_000014_s82_ch3","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000049/2022421-16-34_Halyomorpha_halys_000049_s24_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000015/2022524-16-36_Halyomorpha_halys_000015_s182_ch2","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000008/2022524-16-36_Halyomorpha_halys_000008_s62_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/202261-15-3/000033/202261-15-3_Halyomorpha_halys_000033_s23_ch3","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000061/2022530-16-6_Halyomorpha_halys_000061_s17_ch3","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000058/2022530-16-6_Halyomorpha_halys_000058_s58_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/202261-15-3/000029/202261-15-3_Halyomorpha_halys_000029_s11_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000010/2022524-16-36_Halyomorpha_halys_000010_s132_ch3","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000017/2022530-16-6_Halyomorpha_halys_000017_s77_ch3","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000006/2022530-16-6_Halyomorpha_halys_000006_s55_ch0","train"
